"Mean","Variance"
-0.39298562421175,0.0281483652849632
-0.309439742624876,0.0261279066831206
-0.435524603272917,0.0222175150410808
-0.489586786154475,0.0410738930107274
-0.323326509689396,0.0272731342957637
-0.474830129237425,0.0572667899197826
-0.316808779028098,0.0212153079330458
-0.624318769805392,0.0410825290563932
-0.610989379852842,0.0445738442169528
-0.568775972604417,0.0451574153956509
-0.373537598372827,0.0405610346459712
-0.351235449250317,0.027272994871207
-0.49186953573745,0.0515090465616452
-0.647247264812908,0.045185293216774
-0.266201849371386,0.0850409848375149
-0.4369339663242,0.0327268865920879
-0.433840237850908,0.0338794978769473
-0.411542994066058,0.0376140742621386
-0.512186076650267,0.0319157034500469
-0.306153939273543,0.0290096163787111
-0.504166909896874,0.061255428241318
-0.460724953720025,0.0423351624610524
-0.385680075459567,0.029915650037436
-0.333736392063525,0.0173510988957767
-0.3429150873717,0.0275539169601393
-0.331619530351904,0.0278999122038639
-0.416817615034192,0.0350012550121156
-0.380787498002508,0.0244793372529701
-0.43615947827665,0.0520082561557381
-0.269591413271875,0.0152952585235948
-0.286574639882373,0.0236673366566621
-0.452686864307617,0.0226694676393117
-0.385427383075967,0.0365544353588613
-0.42578815348065,0.0257254941715364
-0.573853772528525,0.0460719598527536
-0.571645440409892,0.0348133819305392
-0.546957031328034,0.0402832258208744
-0.482420382016917,0.0541399310229871
-0.342978421860769,0.0311073575497122
-0.207918732954007,0.0267268955941354
-0.202520612972671,0.0213414191499353
-0.341126609571208,0.0276803296316774
-0.309670724967892,0.021090783327982
-0.426153682901241,0.0213157177097138
-0.467962490270692,0.0619556082792376
-0.322980559492372,0.0295238139139112
-0.352987334112892,0.0227515389945909
-0.400091190559258,0.019757317033393
-0.405709235297508,0.0286046405890614
-0.466184708390242,0.0688408003333169
-0.274518686964506,0.0253939358513684
-0.365205986666603,0.0495638929979556
-0.409156767705983,0.039648392604123
-0.461648395503625,0.0356936146575386
-0.522822421305508,0.0265153291362668
-0.479433790042958,0.0280263389934272
-0.533184128870692,0.0468053052395856
-0.436828748154422,0.0544045263657916
-0.394890168561983,0.0291662919217297
-0.409569955736081,0.0469888395642649
-0.3479604989,0.0212326462560715
-0.526717928724742,0.0335413361131849
-0.464707066926875,0.0495847691295466
-0.417589205195592,0.0279315742256099
-0.561932018033783,0.0475148114591596
