"Mean","Variance"
0.4580071631203,0.0357715302297761
0.478070936429817,0.0167214022380166
0.326751254919283,0.0444533815325163
0.234117774013162,0.0357744576424962
0.417720537601867,0.026000971065957
0.46687638938045,0.0209052988917033
0.275073850093183,0.0252306851198642
0.16833026734157,0.0314397984472186
0.2399545379496,0.0440362834959466
0.398905714169117,0.019829308165392
0.283799015993573,0.0465694929799711
0.362181360058457,0.0359842873608257
0.25354379750972,0.0347144091047997
0.42670551712895,0.0232896797926868
0.226106091628475,0.0262822130832975
0.350664793204333,0.0265721099131682
0.247488620012545,0.0279329801244555
0.2786576345556,0.013524582158723
0.0628036093434565,0.0130532555283978
0.214939136173173,0.0333667371173234
0.275608655188655,0.022987981708163
0.298316292182983,0.011569677175878
0.106969781404453,0.0136284002365839
0.239667454981205,0.0311409921075691
0.276240537750452,0.0228347023779671
0.277395905233417,0.0289533872029194
0.131812871071317,0.0182733794153485
0.227914774246573,0.0249458668596952
0.151985219773425,0.0302629225125048
0.260797588243683,0.0168980542427573
0.103977108037804,0.0184995334243813
0.224228963660622,0.0343532171084975
0.145151136508999,0.0182397333601648
0.295823148027345,0.0253205139097624
0.408798703978717,0.0202168138646167
0.394666232838883,0.0253733701430549
0.385575103737733,0.0299767599204625
0.2931509190154,0.0261237360196447
0.3123698856351,0.0244882355436987
0.250482349990035,0.0282281123619571
0.118735680526986,0.0239592586345991
0.118712464291766,0.0269728540272913
0.223313897369685,0.0244507135615989
0.186563915754403,0.0334843534745331
0.379512201269783,0.0219657522976208
0.427885171430017,0.0247564620141134
0.48444189351325,0.0135062585157932
0.292098063665287,0.0339873562589568
0.2808839057731,0.0337356239555385
0.209028253298717,0.0290156383339195
0.17682980621992,0.0257905732853818
0.110484318544127,0.0228317220850671
0.19183575962408,0.0174547117717612
0.308778412436567,0.0234606926214304
0.384912010467517,0.0277663196766601
0.245336990812703,0.0363259967412831
0.395915704818233,0.0290806106213926
0.445000831387117,0.0266422637567534
0.336068718104233,0.0349091226643028
0.356234021706185,0.0281287043561521
0.251942730069603,0.0288506360539754
0.115278023987244,0.018503219538315
0.055054280811749,0.00982765042280987
0.174889780203045,0.0214720516169057
0.214334427112562,0.0395406150691606
