"Mean","Variance"
-0.20416128388561,0.0152846743159861
-0.231415872267637,0.0148512728764721
-0.403135130193367,0.0414642694270627
-0.4095389804214,0.0292278585552271
-0.221050702166845,0.021759293046782
-0.244615538672945,0.0201331390198033
-0.444968381628533,0.0305368743490608
-0.46320252648635,0.0396522100591565
-0.356255343740183,0.036212860327838
-0.319754460358567,0.0300065083066573
-0.306067709275567,0.0414574005141709
-0.3734893115185,0.0376629012659751
-0.285801536734717,0.0235306127055043
-0.3069726480507,0.0197194725599873
-0.315193112742283,0.0266625702344882
-0.379790477961433,0.0276085026946638
-0.41306133542575,0.0315130592366713
-0.41274356968945,0.0248236352766306
-0.456499820229517,0.0699106346407811
-0.432625951183283,0.0357987455590918
-0.372589480267417,0.0373256957523898
-0.377322437171583,0.020463891262859
-0.539887612630267,0.0504148497147221
-0.380788119520667,0.0373891017262943
-0.394490924725183,0.0297046781690691
-0.4230483357054,0.027677252665784
-0.513063742267133,0.0388202439159346
-0.460218919374567,0.0435763716116048
-0.391773924817283,0.0418111574800742
-0.454541169621383,0.0262773348740864
-0.565136595057867,0.0430594949589798
-0.478280632891983,0.0458226196469961
-0.403970258534433,0.036930468265459
-0.396199615333717,0.0334415348359822
-0.30118777444375,0.025445957142635
-0.33525645092105,0.0179107913135373
-0.279481463423917,0.0262050320830116
-0.343771312100217,0.0184100432130862
-0.390791057420067,0.027939301893739
-0.32428286315775,0.0252878274045813
-0.649888598776083,0.0424951002371943
-0.650876707858467,0.0445016048843187
-0.3818696016683,0.0301492986249964
-0.494157907538983,0.0437311735198778
-0.284462986695267,0.0194011117367154
-0.249122583586858,0.0254095405148499
-0.250263235067483,0.0203864786379612
-0.338629148539833,0.0303360684565005
-0.421429161019167,0.0325061438118226
-0.319412866420567,0.0286906211267328
-0.390628962381217,0.049336488667911
-0.493983494390983,0.0454346306677046
-0.446336081230083,0.0314495118991982
-0.30746032691955,0.0244213555368099
-0.190074009106615,0.0141552935533171
-0.462455205286433,0.0356680917500192
-0.223156678516567,0.0161347688542373
-0.284355477981317,0.0242589011584978
-0.380069046649683,0.0413799675049006
-0.320356667447567,0.0310723418168897
-0.38367981376275,0.0305820415674712
-0.632317660818433,0.0325629950204498
-0.561976344906833,0.0781699525298356
-0.502731729817833,0.0298144970805665
-0.366455011998783,0.0321740965211898
