"Mean","Variance"
0.258092357919277,0.0401879523434257
0.375785535105883,0.025029807074026
0.192354815226742,0.0167393276464338
0.213037842334633,0.0260931811230169
0.186421420715903,0.0145842798712093
0.218416703339108,0.0143127648635016
0.170136735419032,0.0240397421440166
0.144577941020315,0.0252695617629532
0.218895258854052,0.0282826561908081
0.24552294464043,0.0266836920317197
0.197987739649173,0.0230381920661966
0.222371497710868,0.0118738877314025
0.191915678227752,0.0301331773526493
0.245787844769817,0.012160566056854
0.216493157080292,0.0392515650467692
0.211405264542725,0.0221807020872348
0.180583484305942,0.0170445698046462
0.150324857855932,0.00674473869149687
0.0353223826570718,0.00919436675967329
0.133647668697337,0.0147189193479848
0.190503549040927,0.0184480951142252
0.210991888991595,0.0201466519992534
0.0851173072804745,0.0105993802471116
0.132574475697245,0.0134130813957563
0.180657978165113,0.0211787279068627
0.188919695573277,0.0236181351453217
0.0888006007518024,0.0159528058981918
0.14942395367226,0.0199698695880875
0.130711277335971,0.0151928221303624
0.172227399211563,0.0237641536066799
0.0948363526052705,0.0201565359129902
0.135252344255238,0.010831319950056
0.104377522865068,0.0190601639738512
0.19086846182867,0.0218526428102087
0.216935247773567,0.0108688772898127
0.189551832144197,0.0403067200324228
0.32921554545595,0.029306634954463
0.236616733839617,0.0175466112714491
0.218283836395743,0.0115348620596435
0.24705399867892,0.0257169893366103
0.0903666386602795,0.0122596783736771
0.0796504083895854,0.00870045867171768
0.174137697992633,0.0115986080872977
0.135769154216287,0.0143031115590545
0.305892305873617,0.0187393536200304
0.278134385045532,0.0192725264912166
0.279392770871943,0.0242106363864016
0.237935701230492,0.0388252237730634
0.196097662084395,0.0148556080075996
0.165206538209553,0.0263900359587592
0.131650798778913,0.0201665022091145
0.082233078685892,0.0113765401822674
0.100767806832139,0.0102245146944906
0.216049883067423,0.0233110563064158
0.259768140221978,0.0472189024196207
0.102913806266119,0.0141721866579486
0.172678524184193,0.0144163706380809
0.36519774078305,0.0294279860710997
0.286901271148828,0.0373598792298196
0.217907536700743,0.0198388353927302
0.177537479581968,0.0161468636416576
0.091926944204098,0.0130930267358053
0.0554733778400621,0.0108987361155087
0.130449234504739,0.0150528037677376
0.162370169938795,0.0258144192946206
